type,title_clean,cast_clean,listed_in_clean,description_clean,genres,release_year,duration,country,rating,country_encoded,rating_encoded
0,act valor,keo woolford drea castro emilio rivera rorke denver jason cottle ailsa marshall alex veadov dave roselyn sanchez thomas rosales jr nestor serrano gonzalo menendez,action adventure,elite squad navy seal tasked rescuing kidnapped cia agent lethal terrorist cell,"['action', 'adventure']",2012,110 min,United States,R,603,8
0,act vengeance,haluk bilginer mahsun kırmızıgül mustafa sandal gina gershon robert patrick danny glover engin altan düzyatan scott william winter sharrieff pugh,action adventure international movie,two turkish agent sent new york city mission capture notorious terrorist known dejjal arabic antichrist,"['action', 'adventure', 'international', 'movie']",2010,112 min,"Turkey, United States",NR,497,5
0,act violence,cole hauser bruce willis shawn ashmore ashton holmes melissa bolona patrick st esprit sophia bush mike epps,action adventure,future sisterinlaw kidnapped human trafficker military veteran join force brother worldweary cop rescue,"['action', 'adventure']",2018,87 min,Canada,R,58,8
1,adam ruin everything,adam conover adam lustick emily axford,tv comedy,education fun – funny comedian adam conover burst misconception deconstructs topic leaf positive takeaway,"['tv', 'comedy']",2018,1 Season,United States,TV-14,603,9
0,addicted life,antoine bizet jesse richman karsten gefle wille lindberg matahi drollet mathias wy matt annetts,action adventure documentary international movie,chasing extreme challenge athletic daredevil test limit various environment giant wave snowy slope around world,"['action', 'adventure', 'documentary', 'international', 'movie']",2014,91 min,France,TV-14,162,9
0,adore,naomi watt robin wright xavier samuel james frecheville ben mendelsohn jessica tovey sophie lowe gary sweet alyson standen skye sutherland sarah henderson,drama independent movie international movie,lifelong friend roz lil fall love others teenage son must carry affair relative secrecy,"['drama', 'independent', 'movie', 'international', 'movie']",2013,111 min,"Australia, France",R,18,8
0,adrishya,ravi kumar ayesha singh nishat mallick archana kotwal rakesh chaturvedi om nidhi mahavan abhijit sinha abdur rehman,horror movie independent movie international movie,family ’ harmonious existence interrupted young son begin showing symptom anxiety seem linked disturbing event home,"['horror', 'movie', 'independent', 'movie', 'international', 'movie']",2017,99 min,India,TV-14,251,9
0,adventure public school,daniel doheny judy greer siobhan williams russell peter grace park andrew mcnee alex barima andrew herr eva day josh epstein,comedy,year homeschooling awkward teen decides want public high school experience overbearing mother struggle let go,['comedy'],2018,86 min,"Canada, United States",NR,86,5
1,africa,david attenborough,british tv show docuseries international tv show,fivepart nature series chronicle fascinating story survival african continent home diverse animal life planet,"['british', 'tv', 'show', 'docuseries', 'international', 'tv', 'show']",2013,1 Season,United Kingdom,TV-PG,506,12
0,porn end,unknown,documentary,documentary explores career porn top star examines adjustment normal society leaving adult entertainment,['documentary'],2012,93 min,United States,NR,603,5
0,porn end 3,unknown,documentary,third installment documentary series examines life adult film genre biggest star industry career ended,['documentary'],2018,87 min,United States,TV-MA,603,11
0,afterschool,ezra miller addison timlin jeremy allen white michael stuhlbarg emory cohen david costabile rosemarie dewitt dariusz uczkowski gary wilmes paul spark alexandra neil lee wilkof,drama independent movie,prep school loner film two classmate overdosing cocaine footage play role emotional fallout within school community,"['drama', 'independent', 'movie']",2008,107 min,United States,TV-MA,603,11
0,aftershock,eli roth andrea osvárt ariel levy natasha yarovenko nicolás martínez lorenza izzo marcial tagle ramón llao ignacia allamand paz bascuñán,action adventure horror movie,american tourist friend partying chile major earthquake devastates area force scramble survival,"['action', 'adventure', 'horror', 'movie']",2012,89 min,"United States, Chile",R,630,8
0,agatha truth murder,ruth bradley pippa haywood dean andrew bebe cave blake harrison tim mcinnerny ralph ineson michael mcelhatton,drama,dramatized depiction 11day disappearance novelist agatha christie solving real murder amid crisis writing marriage,['drama'],2018,92 min,United Kingdom,TV-MA,506,11
1,age gap love,fay ripley,british tv show reality tv romantic tv show,despite social backlash challenge come intergenerational romance couple choose stick together thick thin,"['british', 'tv', 'show', 'reality', 'tv', 'romantic', 'tv', 'show']",2017,1 Season,United Kingdom,TV-MA,506,11
1,age glory,debbie goh aenie wong frederick lee leslie chai,international tv show romantic tv show tv drama,amid thriving nightlife 1960s kuala lumpur three chinese friend – showgirl housekeeper chanteuse – find love heartbreak,"['international', 'tv', 'show', 'romantic', 'tv', 'show', 'tv', 'drama']",2010,2 Seasons,Unknown,TV-MA,736,11
1,agent raghav,sharad kelkar aahana kumra mahesh manjrekar deepali pansare danish pandor jason tham reena aggarwal swati rajput,crime tv show international tv show tv action adventure,mix brilliance erudition skill enables modern sherlock holmes solve impossible case try heal personal wound,"['crime', 'tv', 'show', 'international', 'tv', 'show', 'tv', 'action', 'adventure']",2015,1 Season,India,TV-14,251,9
0,ahista ahista,abhay deol soha ali khan shayan munshi kamini khanna sohrab ardeshir murad ali shakeel khan natasha sinha brijendra kala,drama international movie romantic movie,stood groom altar young woman find help healing another man – exfiancé return hoping win back,"['drama', 'international', 'movie', 'romantic', 'movie']",2006,122 min,India,TV-14,251,9
0,ai weiwei never sorry,ai weiwei lao ai,documentary,chinese artist activist ai weiwei us social medium art inspire protest suffers government persecution action,['documentary'],2012,91 min,United States,R,603,8
1,ainsley eats street,ainsley harriott,british tv show docuseries international tv show,celebrity chef ainsley harriott embarks journey around world explore relationship local street food cultural identity,"['british', 'tv', 'show', 'docuseries', 'international', 'tv', 'show']",2014,1 Season,United Kingdom,TV-PG,506,12
0,aisa yeh jahaan,palash sen ira dubey yashpal sharma tinnu anand prisha dabbas kymsleen kholie satish sharma,drama independent movie international movie,vacation parent away concrete urban existence young girl learns appreciate joy connecting nature,"['drama', 'independent', 'movie', 'international', 'movie']",2015,127 min,India,TV-14,251,9
0,aitraaz,akshay kumar kareena kapoor priyanka chopra amrish puri paresh rawal annu kapoor,international movie music musical romantic movie,happily married business executive forced deal episode past long thought put behind,"['international', 'movie', 'music', 'musical', 'romantic', 'movie']",2004,153 min,India,TV-14,251,9
0,alarmoty land fire,unknown,comedy international movie,vacationing resort ornery outspoken man held captive criminal organization,"['comedy', 'international', 'movie']",2017,94 min,Egypt,TV-MA,150,11
0,albion enchanted stallion,daniel sharman jennifer morrison debra messing stephen dorff john cleese liam mcintyre richard kind avery arendes castille landon,child family movie,magical horse transport fantasy world ruled evil general brave girl set save land,"['child', 'family', 'movie']",2016,106 min,"United States, Bulgaria",TV-PG,618,12
0,alejandro sanz,alejandro sanz,documentary international movie music musical,retrospective look life career grammyaward winning spanish musician alejandro sanz,"['documentary', 'international', 'movie', 'music', 'musical']",2018,102 min,Spain,TV-MA,444,11
0,alice doesnt live anymore,ellen burstyn kris kristofferson billy green bush diane ladd harvey keitel lelia goldoni lane bradbury vic tayback jodie foster alfred lutter,classic movie comedy drama,widowed singer single mother start diner waitress arizona befriending coworkers romancing ruggedly handsome rancher,"['classic', 'movie', 'comedy', 'drama']",1974,112 min,United States,PG,603,6
0,alien contact outer space,j michael long,documentary,factbased account delf humankind effort gather signal possible intelligent being beyond solar system,['documentary'],2017,63 min,United States,TV-PG,603,12
0,alien ate homework,william shatner dan payne kirsten robek ty consiglio sean mcnamara christian convery jayden greig lauren mcnamara alex zahara sandy robson,child family movie comedy scifi fantasy,tiny alien lawman fly rod bedroom recruit helping stop intergalactic criminal – who disguised familiar human,"['child', 'family', 'movie', 'comedy', 'scifi', 'fantasy']",2018,90 min,United States,PG,603,6
0,alive kicking,unknown,documentary,take inside look swing dancing continued prosperity lively joyous personality make art form unique,['documentary'],2016,89 min,"Sweden, United States",TV-14,474,9
0,nina,mary elizabeth winstead common kate del castillo chace crawford jay mohr beau bridge clea duvall melonie diaz camryn manheim mindy sterling angelique cabral nicole byer todd louiso elizabeth masucci sonoya mizuno charlotte newhouse victor rasuk andree vermeulen,comedy drama independent movie,fearless provocation fueled standup comic nina gelds career move la new love take new level honesty,"['comedy', 'drama', 'independent', 'movie']",2018,101 min,United States,R,603,8
0,dog go heaven,dom deluise burt reynolds daryl gilley candy devine charles nelson reilly vic tayback melba moore judith barsi rob fuller earleen carey anna manahan nigel pegram loni anderson ken page godfrey quigley,child family movie,canine con artist becomes angel sneak back earth cross path orphan girl speak animal,"['child', 'family', 'movie']",1989,85 min,"Ireland, United Kingdom, United States",G,292,3
0,good one get away,claire forlani jake abel titus welliver melina matthew,international movie thriller,mysterious figure blackmail adulterous couple romantic getaway secret affair turn fight survival,"['international', 'movie', 'thriller']",2019,83 min,"Spain, Italy",TV-MA,460,11
0,hallows eve,lexi giovagnoli ashley argota john deluca diane salinger martin klebba tracey gold dee wallace pilot paisleyrose daniel cooksley vincent giovagnoli dillon cavitt,child family movie independent movie,instead summoning spirit dearly departed mother charming teen accidentally awakens vengeful witch want destroy town,"['child', 'family', 'movie', 'independent', 'movie']",2016,92 min,United States,TV-G,603,10
0,light end,ashley pereira alexandra harris ted welch sam jones iii sarah butler andy buckley graham outerbridge michael james thomas john schuck aaron munoz,horror movie thriller,horror novelist traumatic past return childhood hometown revisits night terror loses sight reality,"['horror', 'movie', 'thriller']",2018,84 min,United States,TV-MA,603,11
0,boy love mandy lane,anson mount edwin hodge michael welch brooke bloom amber heard aaron himelstein whitney able luke grime melissa price,horror movie,weekend excursion secluded ranch unwelcome visitor begin picking randy admirer teenage temptress mandy lane,"['horror', 'movie']",2006,91 min,United States,R,603,8
0,devil men,milo gibson sylvia hoeks gbenga akinnagbe william fichtner joseph millson elliot cowan perry fitzpatrick warren rusher,action adventure,battlescarred special ops military vet join ciafunded assignment take russian terrorist triggerhappy comrade,"['action', 'adventure']",2018,100 min,United Kingdom,R,506,8
0,alone berlin,emma thompson brendan gleeson daniel brühl monique chaumette joachim bissmeier katrin pollitt lars rudolph uwe preuss daniel sträßer rainer reiners mikael persbrandt,drama,learning son death battlefield grieving berlin couple embark quietly dangerous act resistance adolf hitler,['drama'],2016,103 min,"United Kingdom, France, Germany",R,537,8
0,along came spider,morgan freeman monica potter michael wincott dylan baker mika boorem anton yelchin kim hawthorne jay sander billy burke michael moriarty penelope ann miller,thriller,girl kidnapped prestigious prep school homicide detective take case teaming young security agent,['thriller'],2001,103 min,"United States, Germany, Canada",R,658,8
0,alpha omega 2 howliday adventure,ben diskin kate higgins blackie rose lindsay torrance liza west tracy pfau bill lader meryl leigh shaun gerardo,child family movie,animated outdoor adventure wolf couple humphrey kate face crisis one three cub disappears without explanation,"['child', 'family', 'movie']",2013,45 min,United States,TV-G,603,10
0,alpha omega legend saw tooth cave,debi derryberry ben diskin kate higgins lindsay torrance larry thomas bill lader cindy robinson,child family movie,wolf pup named runt sneak explore mysterious cave meet befriends wolf driven pack shes blind,"['child', 'family', 'movie']",2014,45 min,"United States, India",TV-Y7,671,14
1,alphablocks,teresa gallagher david holt lizzie waterworth,kid tv,letter alphabet come life alphaland read write spell way exciting world phonic fun,"['kid', 'tv']",2014,5 Seasons,United Kingdom,TV-Y,506,13
0,alphago,unknown,documentary,seemingly simple deceptively complex game go serf backdrop battle artificial intelligence man,['documentary'],2017,90 min,United States,TV-G,603,10
0,always bridesmaid,javicia leslie jordan calloway richard lawson yvette nicole brown michelle mitchenor amber chardae robinson jasmin brown,comedy romantic movie,never married always wedding copy editor finally dive dating pool wonder love story involves staying single forever,"['comedy', 'romantic', 'movie']",2019,98 min,United States,TV-14,603,9
0,amar akbar tony,rez kempton sam vincenti martin delaney karen david laura aikman goldy notay meera syal nina wadia tanveer ghani amrita acharia,comedy drama international movie,brotherly bond three childhood friend – one sikh one muslim one catholic – tested often comic absurdity adulthood,"['comedy', 'drama', 'international', 'movie']",2015,92 min,United Kingdom,TV-MA,506,11
0,amar akbar anthony,vinod khanna rishi kapoor amitabh bachchan neetu singh parveen babi shabana azmi nirupa roy pran,action adventure classic movie comedy,abandoned park father amar akbar anthony grow independently knowledge one another theyre reunited adult coincidence give blood hospital,"['action', 'adventure', 'classic', 'movie', 'comedy']",1977,172 min,India,TV-14,251,9
0,amars hand,ghadah abdulrazeq wafaa amer hassan el raddad houria farghally sabry fawwaz,drama international movie,fulfill husband ’ dream build home widow sends five child earn money cairo poverty test every turn,"['drama', 'international', 'movie']",2011,125 min,Egypt,TV-14,150,9
1,america book secret,jonathan adam,docuseries,engaging documentary series share surprising backstories familiar institution like pentagon west point playboy mansion,['docuseries'],2014,1 Season,United States,TV-14,603,9
0,american anarchist,william powell,documentary,documentary profile william powell wrote anarchist cookbook early 1970s spent later life regretting action,['documentary'],2016,81 min,United States,TV-MA,603,11
0,american assassin,dylan obrien michael keaton sanaa lathan shiva negar taylor kitsch trevor white navid negahban scott adkins david suchet sydney rae white,action adventure,grad student mitch rapp suffers tragic loss terrorist attack singleminded thirst vengeance catch interest cia,"['action', 'adventure']",2017,112 min,United States,R,603,8
0,american beauty,kevin spacey annette bening thora birch wes bentley mena suvari chris cooper peter gallagher allison janney scott bakula sam robards,drama,struggling endure tightly wound wife unfulfilling job surly teen man becomes obsessed one daughter friend,['drama'],1999,122 min,United States,R,603,8
0,american circumcision,unknown,documentary,interview expert side debate film question routine practice nonreligious infant circumcision u,['documentary'],2017,101 min,United States,TV-14,603,9
1,american crime,felicity huffman timothy hutton elvis nolasco regina king lili taylor richard cabral brent anderson benito martinez shane jacobsen w earl brown caitlin gerard penelope ann miller johnny ortiz,crime tv show tv drama,anthology series unfolds different story arc season drama focusing aspect american life criminal justice system,"['crime', 'tv', 'show', 'tv', 'drama']",2017,3 Seasons,United States,TV-MA,603,11
0,american experience ruby ridge,dave hunt bo gritz sara weaver,documentary,botched attempt arrest white supremacist idaho result gun battle standoff three death galvanize public opinion 1992,['documentary'],2017,53 min,United States,TV-MA,603,11
1,american experience circus,unknown,docuseries,exploration american circus spectacle evolved onering show cultural event eventually dying breed,['docuseries'],2018,1 Season,United States,TV-PG,603,12
0,american experience island murder,blair brown,documentary,1931 young navy wife tore apart hawaii racial line claiming raped gang nonwhite islander,['documentary'],2018,53 min,United States,TV-14,603,9
0,american hangman,donald sutherland vincent kartheiser oliver dennis paul braunstein paul amato matt baram dan beirne joanne boland jamie jacqueline burn alexander crowther,thriller,judge ’ kidnapping streamed live social medium vengeful loner put trial supposedly sending innocent man death,['thriller'],2019,99 min,Canada,TV-MA,58,11
0,american heist,hayden christensen adrien brody jordana brewster tory kittles akon luis da silva jr lance e nichols joe chrest,action adventure drama,excon getting life back track older brother released prison drag underworld one final heist,"['action', 'adventure', 'drama']",2014,95 min,"Canada, Luxembourg",R,74,8
0,american history x,edward norton edward furlong beverly dangelo jennifer lien ethan suplee fairuza balk avery brook elliott gould stacy keach william rus guy torry,drama,neonazi get sent prison murder come changed man prevent younger brother following footstep,['drama'],1998,119 min,United States,R,603,8
0,american honey,sasha lane shia labeouf riley keough mccaul lombardi arielle holmes,drama independent movie,teenage girl leaf dull life oklahoma join raucous band travelling magazine seller alcohol drug sexfilled road trip,"['drama', 'independent', 'movie']",2016,163 min,"United Kingdom, United States",R,589,8
0,american master ted williams,ted williams,documentary sport movie,baseball legend ted williams fight become greatest hitter time battle family teammate press even fan,"['documentary', 'sport', 'movie']",2018,55 min,United States,TV-MA,603,11
1,american odyssey,anna friel peter facinelli jake robinson jim truefrost treat williams sadie sink omar ghazaoui nate mooney elena kampouris daniella pineda adewale akinnuoyeagbaje,tv drama tv thriller,elite soldier corporate lawyer political activist uncover deadly conspiracy linking terrorist powerful american corporation,"['tv', 'drama', 'tv', 'thriller']",2015,1 Season,United States,TV-14,603,9
0,american psycho,christian bale willem dafoe jared leto reese witherspoon samantha mathis chloë sevigny justin theroux josh lucas matt ross bill sage cara seymour guinevere turner,comedy cult movie drama,chiseled good look belie insanity businessman take pathological pride yuppie pursuit indulges sudden homicidal urge,"['comedy', 'cult', 'movie', 'drama']",2000,102 min,"United States, Canada",R,621,8
0,american warfighter,jerry g angelo paul logan joshua santana carolina castro david robbins michael king tom crisp jennifer marshall victoria clare ryan baumann isaac c singleton jr said faraj,drama,navy seal haunted wartime memory try rebuild life home even one last mission threatens unravel everything,['drama'],2019,106 min,United States,TV-MA,603,11
0,amy,amy winehouse lauren gilbert,documentary international movie music musical,rare home video interview amy winehouses inner circle offer intimate look journey charismatic teen troubled star,"['documentary', 'international', 'movie', 'music', 'musical']",2015,128 min,United Kingdom,R,506,8
0,american madras,unknown,documentary international movie,extensive film clip interview tell story american filmmaker elli r dungan spent 15 year india helped define tamil cinema,"['documentary', 'international', 'movie']",2013,80 min,India,TV-PG,251,12
0,american tail,erica yohn nehemiah persoff amy green phillip glasser christopher plummer john finnegan ryan hal smith dom deluise madeline kahn,child family movie,fievel young russian mouse immigrates america must make way strange sometimes perilous new world,"['child', 'family', 'movie']",1986,80 min,United States,G,603,3
0,american tail fievel go west,philip glasser james stewart erica yohn cathy cavadini nehemiah persoff dom deluise amy irving john cleese jon lovitz,child family movie,fievel family head west turn wild adventure deep cowboy country intrepid mouse face nasty feline,"['child', 'family', 'movie']",1991,75 min,United States,G,603,3
0,american tail mystery night monster,thomas dekker lacey chabert jane singer nehemiah persoff susan boyd robert hay pat musick dom deluise candi milo jeff bennett,child family movie,monster go mousenapping spree new york fievel friend help reporter get bottom mystery,"['child', 'family', 'movie']",1999,75 min,United States,G,603,3
0,american tail treasure manhattan island,thomas dekker dom deluise pat musick nehemiah persoff erica yohn lacey chabert elaine bilstad rene auberjonois david carradine sherman howard tony jay richard karron john kassir ron perlman,child family movie,fievel friend go hunting buried treasure beneath ruin old subway tunnel stumble onto something surprising,"['child', 'family', 'movie']",2000,79 min,United States,G,603,3
0,hour half,eyad nassar ahmed bedir fathy abdel wahab sawsan badr maged el kedwany tarek abdel aziz karima mokhtar yousra el lozy somaya el khashab mohamed emam,drama international movie,based 2002 el ayyat train accident drama begin 90 minute explosion following life rider thirdclass car,"['drama', 'international', 'movie']",2012,87 min,Egypt,TV-14,150,9
1,innocent mistake,jason wang mathilde lin mo tzu yi xi manning lin meihsiu kelly huang joy pan,international tv show romantic tv show tv drama,raised three mother selfassured teen turmoil meet father figure never also stand drive man son apart,"['international', 'tv', 'show', 'romantic', 'tv', 'show', 'tv', 'drama']",2012,1 Season,Taiwan,TV-14,483,9
0,interview god,brenton thwaites david strathairn hill harper charlbi dean yael grobglas,drama faith spirituality,assignment war zone journalist trying put life back together granted interview someone claiming god,"['drama', 'faith', 'spirituality']",2018,97 min,United States,TV-PG,603,12
0,upper egyptian,mohamed ramadan randa el behery nermin maher inas el naggar mayar el gheity hassan abdulfattah sabri abdulmonem alaa zenhom abdalah mishrif mohamed soliman,comedy drama international movie,eager settle abdullah search right woman marry – one truly longs may feel way,"['comedy', 'drama', 'international', 'movie']",2014,85 min,Egypt,TV-MA,150,11
0,anarkali aarah,swara bhaskar sanjay mishra vijay kumar pankaj tripathi mayur ishtiyak khan,drama independent movie international movie,sexually harassed drunken politician performing public event village dancer plot revenge clear name,"['drama', 'independent', 'movie', 'international', 'movie']",2017,111 min,India,TV-MA,251,11
0,anchor hope,oona chaplin natalia tena david verdaguer geraldine chaplin,comedy drama lgbtq movie,kat eva ’ happy romance hit rough patch eva decides want child visiting friend roger could help complete family,"['comedy', 'drama', 'lgbtq', 'movie']",2017,113 min,Spain,TV-MA,444,11
1,ancient alien,robert clotworthy,docuseries science nature tv,ancient human really behind important technological advance civilized history extraterrestrial help,"['docuseries', 'science', 'nature', 'tv']",2018,1 Season,United States,TV-14,603,9
0,anesthesia,sam waterston tim blake nelson jessica hecht kristen stewart corey stoll k todd freeman glenn close gretchen mol michael kenneth williams gloria reuben mickey sumner yul vazquez hannah mark ben konigsberg,drama independent movie,popular professor attacked new york street story series intertwined event led lifealtering assault unfolds,"['drama', 'independent', 'movie']",2015,90 min,United States,R,603,8
0,angel eye,jennifer lopez jim caviezel sonia braga terrence howard jeremy sisto monet mazur victor argo shirley knight,drama romantic movie,violent assault leaf vulnerable streetwise chicago cop receives help haunted loner who struggling trauma,"['drama', 'romantic', 'movie']",2001,103 min,United States,R,603,8
0,anger management,adam sandler jack nicholson marisa tomei luis guzmán allen covert lynne thigpen kurt fuller jonathan loughran krista allen january jones woody harrelson john turturro kevin nealon,comedy,gentle businessman forced get anger management counseling therapist move – turn anger issue,['comedy'],2003,105 min,United States,PG-13,603,7
0,angry indian goddess,amrit maghera rajshri deshpande pavleen gujral anushka manchanda sandhya mridul sarahjane dia tannishtha chatterjee adil hussain arjun mathur anuj choudhry,drama independent movie international movie,photographer invite closeknit group female pal goa home announce engagement stir riot emotion,"['drama', 'independent', 'movie', 'international', 'movie']",2015,104 min,"India, Germany",TV-MA,255,11
1,anjaan rural myth,unknown,international tv show tv horror tv thriller,spinechilling story malevolent spirit unfold village jungle haunted building across india,"['international', 'tv', 'show', 'tv', 'horror', 'tv', 'thriller']",2018,1 Season,India,TV-14,251,9
1,anjaan special crime unit,gashmeer mahajani heena parmar,international tv show tv horror tv mystery,case supernatural police officer human together cop aditi vikrant must solve mystery realm paranormal,"['international', 'tv', 'show', 'tv', 'horror', 'tv', 'mystery']",2018,1 Season,India,TV-14,251,9
0,ankur arora murder case,kay kay menon tisca chopra arjun mathur paoli dam vishakha singh manish chaudhary vishesh tiwari harsh chhaya,drama international movie thriller,young medical intern set fight justice negligence surgeon looked end tragedy,"['drama', 'international', 'movie', 'thriller']",2013,127 min,India,TV-14,251,9
0,annabelle hooper ghost nantucket,bailee madison robert capron rachel resheff mavrick moreno whitney goin gary week juliana harkavy kevin b mcglynn jamison stern mia matthew bianca matthew,child family movie,vacationing picturesque nantucket crafty teenage mystery writer contends two thief try solve ghostly conundrum,"['child', 'family', 'movie']",2016,92 min,United States,TV-PG,603,12
0,another forever,daniela escobar marlon moreno peter ketnath barbara scolaro,drama independent movie international movie,overtaken death beloved grieving woman decides take spontaneous trip visit friend get life back track,"['drama', 'independent', 'movie', 'international', 'movie']",2016,72 min,"Brazil, Netherlands, United States, Colombia, Austria, Germany",TV-PG,49,12
0,antman wasp,paul rudd evangeline lilly michael douglas michael peña hannah johnkamen laurence fishburne michelle pfeiffer walton goggins ti judy greer bobby cannavale david dastmalchian abby ryder fortson randall park,action adventure comedy scifi fantasy,problem big small pop scott lang aka antman get drafted dr hank pym hope van dyne aka wasp urgent rescue mission,"['action', 'adventure', 'comedy', 'scifi', 'fantasy']",2018,118 min,United States,PG-13,603,7
0,antar son shadad,mohamed henedi bassem samra dorra zarrouk lotfy labib,comedy international movie,learning grandson famous knight young man hilariously fight rival gang win beautiful woman tribe,"['comedy', 'international', 'movie']",2017,110 min,Egypt,TV-MA,150,11
0,antariksha ke rakhwale,sonal kaushal rupa bhimani julie tejwani sabina malik jigna bharadhwaj rajesh kawa,child family movie,space villain abducted superheroes ’ bheem trusty team save others,"['child', 'family', 'movie']",2018,65 min,Unknown,TV-Y7,736,14
1,anthony bourdain part unknown,anthony bourdain,docuseries,cnn original series chef anthony bourdain traveling extraordinary location around globe sample variety local cuisine,['docuseries'],2018,5 Seasons,United States,TV-PG,603,12
0,antidote,randy couture chuck zito wil traval celeste thornton rafael de la fuente alyona chekhova natali yura thom rivera,action adventure horror movie,toughasnails treasure hunter protects humanitarian doctor try cure supernatural disease caused mysterious witch,"['action', 'adventure', 'horror', 'movie']",2018,90 min,United States,TV-MA,603,11
0,anwar,siddharth koirala nauheed cyrusi manisha koirala rajpal yadav yashpal sharma vijay raaz hiten tejwani sudhir pandey sanjay mishra lalit tiwari,drama independent movie international movie,seeking refuge hindu temple tragic death girl loved muslim youth caught police mistake enemy,"['drama', 'independent', 'movie', 'international', 'movie']",2007,134 min,India,TV-14,251,9
1,忍者ハットリくん,unknown,anime series kid tv,hailing mountain iga kanzo hattori move elementary school student kenichi mitsuba family hone skill ninja,"['anime', 'series', 'kid', 'tv']",2012,2 Seasons,Japan,TV-Y7,319,14
0,apache warrior,unknown,documentary,recovered cockpit footage telling interview reveal true story u fighter pilot one largest combat strike history,['documentary'],2017,89 min,United States,TV-MA,603,11
0,apex story hypercar,zachary levi,documentary,visionary carmaker introduces fuelefficient highperformance hypercar market filled bigname competitor like ferrari porsche,['documentary'],2016,86 min,United States,NR,603,5
0,apollo 18,warren christie lloyd owen ryan robbins michael kopsa andrew airlie,horror movie scifi fantasy thriller,scifi thriller suggests apollo 17 despite official statement contrary wasnt nasa last manned mission moon,"['horror', 'movie', 'scifi', 'fantasy', 'thriller']",2011,87 min,"United States, Canada",PG-13,621,7
0,april extraordinary world,angela galuppo paul giamatti susan sarandon tony hale jk simmons tony robinow mark camacho tod fennell carlos alazraqui kari wahlgren,action adventure comedy international movie,world top scientist disappear orphaned april secretly forge ahead family experiment get tangled vast conspiracy,"['action', 'adventure', 'comedy', 'international', 'movie']",2015,107 min,"France, Canada, Belgium",PG,174,6
0,aram aram,john roohinian levon sharafyan sevak hakoyan david villada mike ghader razmik mansuryan lorita meg amy sander alla tumanian,drama independent movie,newly orphaned aram leaf beirut live grandfather los angeles overwhelmed culture shock fall prey armenian gang,"['drama', 'independent', 'movie']",2015,79 min,United States,TV-14,603,9
0,done yet,ahmed eid ayten amer ahmed fouad selim mohsen mansour,comedy drama international movie,authority arrest young son taxi driver must convince court rabid medium he criminal seek,"['comedy', 'drama', 'international', 'movie']",2018,87 min,Egypt,TV-14,150,9
0,arisan 2,surya saputra cut mini theo tora sudiro,comedy drama international movie,group friend reunites vacation amid nature laugh shared history bond difficult truth,"['comedy', 'drama', 'international', 'movie']",2011,113 min,Indonesia,TV-14,272,9
0,arthur,russell brand helen mirren greta gerwig jennifer garner geraldine james luis guzmán nick nolte christina jacquelyn calph murphy guyer josé ramón rosario,comedy romantic movie,russell brand star remake philanderer must decide whether give inheritance million sake romance,"['comedy', 'romantic', 'movie']",2011,110 min,United States,PG-13,603,7
0,arthur christmas,james mcavoy hugh laurie bill nighy jim broadbent imelda staunton ashley jensen ramona marquez marc wootton laura linney eva longoria michael palin joan cusack deborah findlay rich fulcher sarah smith clint dyer kerry shale stewart lee bronagh gallagher kevin cecil alistair mcgowan david menkin kris pearn ian ashpitel rich hall seeta indrani jane horrocks peter baynham emma kennedy dominic west jerry lambert julia davis robbie coltrane iain mckee sanjeev bhaskar andy serkis tamsin greig rhys darby seamus malone cody cameron david schneider kevin eldon danny johnjules brian cummings,child family movie comedy,santa clauss supersecret toymaking facility mr claus entrusts son arthur carry ultraimportant christmas mission,"['child', 'family', 'movie', 'comedy']",2011,98 min,"United Kingdom, United States",PG,589,6
0,,perdita week ben feldman edwin hodge françois civil marion lambert ali marhyar cosme castro hamid djavadan théo cholbi emy lévy,horror movie thriller,beautiful tomb raider crew hunt treasure catacomb paris find hellish underworld,"['horror', 'movie', 'thriller']",2014,93 min,United States,R,603,8
0,good get,jack nicholson helen hunt greg kinnear cuba gooding jr skeet ulrich shirley knight yeardley smith lupe ontiveros,comedy romantic movie,structured world sour obsessivecompulsive author crumbles he drawn life stressedout single mom gay neighbor,"['comedy', 'romantic', 'movie']",1997,139 min,United States,PG-13,603,7
0,assimilate,joel courtney calum worthy andi matichak katherine mcnamara cam gigandet mason mcnulty terry dale park vito viscuso jennifer pierce mathus kevin remington,horror movie scifi fantasy thriller,group friend making web series hometown realize ’ boring thought neighbor start behaving strangely,"['horror', 'movie', 'scifi', 'fantasy', 'thriller']",2019,94 min,United States,TV-MA,603,11
0,asura city madness,jungmin hwang dowon kwak mansik jung woosung jung,action adventure drama international movie,caught corrupt mayor prosecutor intent exposing political depravity police detective must decide whose side he,"['action', 'adventure', 'drama', 'international', 'movie']",2016,133 min,South Korea,NR,435,5
0,cost,parker jackson cartwright gabe york,documentary sport movie,revealing documentary explores highstakes world amateur athletic union basketball professionalized youth sport america,"['documentary', 'sport', 'movie']",2016,81 min,United States,TV-MA,603,11
0,first light,stefanie scott theodore pellerin percy hynes white kate burton saïd taghmaoui kristin booth james wotherspoon,drama scifi fantasy,mysterious light imbue extraordinary power teenager go run authority friend harbor crush,"['drama', 'scifi', 'fantasy']",2018,91 min,Canada,TV-14,58,9
